归因方式,cpsid,包体id,渠道,设备归因日期,设备激活数,账号注册数,角色创建数,f1,f3,f7,f15,f30,f60,f90,f180,累计付费金额,c1,c3,c7,c15,c30,c60,c90,c180,累计付费人数
TD,2103194,210,yc,2022/7/4,2,1,2,12,12,212,212,212,212,212,212,212,1,1,1,1,1,1,1,1,1
TD,2103193,210,yc,2022/7/4,7,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2103191,210,yc,2022/7/4,15,10,21,134,140,456,458,458,458,458,458,458,4,4,4,4,4,4,4,4,4
TD,2103170,210,yc,2022/7/4,36,28,30,241,310,310,310,310,310,310,310,310,3,4,4,4,4,4,4,4,4
TD,2103169,210,yc,2022/7/4,21,19,34,94,131,141,481,481,481,481,481,481,8,10,10,10,10,10,10,10,10
TD,2103139,210,yc,2022/7/4,6,4,10,12,12,58,58,58,58,58,58,58,1,1,1,1,1,1,1,1,1
TD,2103094,210,yc,2022/7/4,5,9,24,1111,1173,1203,1754,1754,1754,1754,1754,1754,5,5,5,5,5,5,5,5,5
TD,2103046,210,yc,2022/7/4,17,27,37,417,1217,1316,1658,1658,1658,1658,1658,1658,8,11,12,14,14,14,14,14,14
TD,2103028,210,yc,2022/7/4,8,12,18,150,150,150,466,466,466,466,466,466,5,5,5,6,6,6,6,6,6
TD,2103024,210,yc,2022/7/4,18,12,18,13,13,13,13,13,13,13,13,13,3,3,3,3,3,3,3,3,3
TD,2102667,210,yc,2022/7/4,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2102663,210,yc,2022/7/4,3,2,2,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2
TD,2102657,210,yc,2022/7/4,3,3,6,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2102654,210,yc,2022/7/4,10,9,10,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2102090,210,yc,2022/7/4,6,5,12,434,434,446,446,446,446,446,446,446,4,4,4,4,4,4,4,4,4
TD,2102080,210,yc,2022/7/4,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TD,2102078,210,yc,2022/7/4,1,1,1,36,36,36,36,36,36,36,36,36,1,1,1,1,1,1,1,1,1
TD,2102000,210,yc,2022/7/4,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101999,210,yc,2022/7/4,4,4,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101997,210,yc,2022/7/4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TD,2101996,210,yc,2022/7/4,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101995,210,yc,2022/7/4,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101992,210,yc,2022/7/4,2,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2101989,210,yc,2022/7/4,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101988,210,yc,2022/7/4,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101980,210,yc,2022/7/4,4,3,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101976,210,yc,2022/7/4,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101974,210,yc,2022/7/4,1,1,2,0,6,6,6,6,6,6,6,6,0,1,1,1,1,1,1,1,1
TD,2101973,210,yc,2022/7/4,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101969,210,yc,2022/7/4,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101965,210,yc,2022/7/4,2,3,3,12,12,12,12,12,12,12,12,12,2,2,2,2,2,2,2,2,2
TD,2101964,210,yc,2022/7/4,2,2,4,536,566,3548,3812,3812,3812,3812,3812,3812,2,2,2,2,2,2,2,2,2
TD,2101948,210,yc,2022/7/4,3,3,3,12,12,12,12,12,12,12,12,12,2,2,2,2,2,2,2,2,2
TD,2101947,210,yc,2022/7/4,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101885,210,yc,2022/7/4,42,34,37,657,869,1315,1801,1801,1801,1801,1801,1801,8,8,8,8,8,8,8,8,8
TD,2101884,210,yc,2022/7/4,6,3,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101883,210,yc,2022/7/4,42,32,45,340,468,548,1196,1196,1196,1196,1196,1196,8,9,9,10,10,10,10,10,10
TD,2101881,210,yc,2022/7/4,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,11020001,1102,icn,2022/7/4,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,9010004,901,icn,2022/7/5,2,2,2,24,24,24,24,24,24,24,24,24,1,1,1,1,1,1,1,1,1
TD,9010001,901,icn,2022/7/5,34,28,45,10118,13260,16466,22212,28991,30947,30947,30947,30947,6,6,7,7,8,9,9,9,9
TD,8721005,872,icn,2022/7/5,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,8610254,861,icn,2022/7/5,1,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,8610253,861,icn,2022/7/5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TD,8610252,861,icn,2022/7/5,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,8610251,861,icn,2022/7/5,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,7110004,711,icn,2022/7/5,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6116,6116,yc,2022/7/5,5,4,5,152,152,362,362,362,362,362,362,362,2,2,2,2,2,2,2,2,2
ORIG,6115,6115,yc,2022/7/5,134,238,239,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6113,6113,yc,2022/7/5,22,10,14,20,20,20,20,20,20,20,20,20,5,5,5,5,5,5,5,5,5
ORIG,6112,6112,yc,2022/7/5,5,5,5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6098,6098,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6097,6097,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6096,6096,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6095,6095,yc,2022/7/5,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6094,6094,yc,2022/7/5,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6093,6093,yc,2022/7/5,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6092,6092,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6090,6090,yc,2022/7/5,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6089,6089,yc,2022/7/5,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6088,6088,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6086,6086,yc,2022/7/5,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6085,6085,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6084,6084,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6083,6083,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6082,6082,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6079,6079,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6078,6078,yc,2022/7/5,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6077,6077,yc,2022/7/5,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6076,6076,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6074,6074,yc,2022/7/5,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6072,6072,yc,2022/7/5,3,3,6,178,276,324,526,526,526,526,526,526,3,3,3,3,3,3,3,3,3
ORIG,6071,6071,yc,2022/7/5,3,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6050,6050,yc,2022/7/5,2,2,2,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
ORIG,6049,6049,yc,2022/7/5,11,9,10,459,1337,2585,2703,2703,2703,2703,2703,2703,2,2,2,2,2,2,2,2,2
ORIG,6048,6048,yc,2022/7/5,6,4,4,404,410,410,410,410,410,410,410,410,2,2,2,2,2,2,2,2,2
ORIG,6047,6047,yc,2022/7/5,2,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6046,6046,yc,2022/7/5,4,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6045,6045,yc,2022/7/5,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6044,6044,yc,2022/7/5,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6043,6043,yc,2022/7/5,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6042,6042,yc,2022/7/5,38,31,35,2228,2240,2240,2240,2240,2240,2240,2240,2240,7,7,7,7,7,7,7,7,7
ORIG,6041,6041,yc,2022/7/5,5,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ORIG,6008,6008,yc,2022/7/5,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6006,6006,yc,2022/7/5,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6001,6001,yc,2022/7/5,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6000,6000,yc,2022/7/5,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5999,5999,yc,2022/7/5,4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5998,5998,yc,2022/7/5,3,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5997,5997,yc,2022/7/5,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5996,5996,yc,2022/7/5,28,22,27,146,153,324,324,324,324,324,324,324,6,6,6,6,6,6,6,6,6
ORIG,5989,5989,yc,2022/7/5,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5987,5987,yc,2022/7/5,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
ORIG,5986,5986,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5983,5983,yc,2022/7/5,6,6,6,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5982,5982,yc,2022/7/5,3,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5981,5981,yc,2022/7/5,10,9,9,30,30,30,30,30,30,30,30,30,1,1,1,1,1,1,1,1,1
ORIG,5866,5866,yc,2022/7/5,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5856,5856,yc,2022/7/5,100,73,80,434,494,535,535,535,535,535,535,535,12,12,14,14,14,14,14,14,14
ORIG,5821,5821,yc,2022/7/5,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5809,5809,yc,2022/7/5,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5807,5807,yc,2022/7/5,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5806,5806,yc,2022/7/5,3,3,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5799,5799,yc,2022/7/5,1,1,2,6,6,105,122,122,122,122,122,122,1,1,1,1,1,1,1,1,1
ORIG,5796,5796,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5790,5790,yc,2022/7/5,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5784,5784,yc,2022/7/5,103,81,86,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5759,5759,yc,2022/7/5,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
ORIG,5676,5676,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5590,5590,yc,2022/7/5,5,3,5,0,0,6,6,6,6,6,6,6,0,0,1,1,1,1,1,1,1
ORIG,5582,5582,yc,2022/7/5,1,1,1,30,30,30,30,30,30,30,30,30,1,1,1,1,1,1,1,1,1
ORIG,5550,5550,yc,2022/7/5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ORIG,5545,5545,yc,2022/7/5,1,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5528,5528,yc,2022/7/5,1,1,1,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,1
ORIG,5527,5527,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5518,5518,yc,2022/7/5,54,44,59,643,643,811,1077,1077,1077,1077,1077,1077,7,7,8,8,8,8,8,8,8
ORIG,5512,5512,yc,2022/7/5,5,21,29,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5511,5511,yc,2022/7/5,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5510,5510,yc,2022/7/5,8,9,11,30,30,36,36,36,36,36,36,36,1,1,1,1,1,1,1,1,1
ORIG,5505,5505,yc,2022/7/5,3,2,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
ORIG,5503,5503,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5501,5501,yc,2022/7/5,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ORIG,5491,5491,yc,2022/7/5,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
ORIG,5489,5489,yc,2022/7/5,45,32,37,31,67,69,69,69,69,69,69,69,2,3,5,5,5,5,5,5,5
ORIG,5488,5488,yc,2022/7/5,5,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ORIG,5485,5485,yc,2022/7/5,430,860,1483,1102,1102,1194,1194,1194,1194,1194,1194,1194,40,40,40,40,40,40,40,40,40
ORIG,5468,5468,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5114,5114,yc,2022/7/5,1,4,6,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5075,5075,yc,2022/7/5,77,66,74,231,231,231,231,231,231,231,231,231,9,9,9,9,9,9,9,9,9
ORIG,4951,4951,yc,2022/7/5,3,7,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,4945,4945,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,4940,4940,yc,2022/7/5,39,37,57,41,41,207,1089,1089,1089,1089,1089,1089,6,6,7,7,7,7,7,7,7
ORIG,4914,4914,yc,2022/7/5,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,4913,4913,yc,2022/7/5,136,76,90,302,479,1016,1264,1264,1264,1264,1264,1264,7,7,12,12,12,12,12,12,12
TD,2570012,257,icn,2022/7/5,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2570001,257,icn,2022/7/5,2,3,5,104,104,104,104,104,104,104,104,104,1,1,1,1,1,1,1,1,1
TD,2160208,216,yc,2022/7/5,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160207,216,yc,2022/7/5,2,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160205,216,yc,2022/7/5,36,25,25,569,1223,1614,2302,2302,2302,2302,2302,2302,3,3,3,4,4,4,4,4,4
TD,2160204,216,yc,2022/7/5,4,3,6,36,36,36,36,36,36,36,36,36,1,1,1,1,1,1,1,1,1
TD,2160203,216,yc,2022/7/5,4,3,5,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2160202,216,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160201,216,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160109,216,yc,2022/7/5,1,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160107,216,yc,2022/7/5,3,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160106,216,yc,2022/7/5,2,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160105,216,yc,2022/7/5,4,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160101,216,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130488,213,yc,2022/7/5,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130487,213,yc,2022/7/5,1,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130486,213,yc,2022/7/5,5,9,7,6498,8036,8036,8036,8036,8036,8036,8036,8036,5,5,5,5,5,5,5,5,5
TD,2130485,213,yc,2022/7/5,3,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130484,213,yc,2022/7/5,9,6,6,308,308,308,308,308,308,308,308,308,3,3,3,3,3,3,3,3,3
TD,2130483,213,yc,2022/7/5,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130482,213,yc,2022/7/5,3,2,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2130477,213,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130473,213,yc,2022/7/5,1,1,1,6,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1,1
TD,2130471,213,yc,2022/7/5,1,4,3,0,0,68,200,200,200,200,200,200,0,0,1,1,1,1,1,1,1
TD,2130468,213,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130467,213,yc,2022/7/5,2,2,2,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2130466,213,yc,2022/7/5,4,4,4,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2130465,213,yc,2022/7/5,8,6,9,12,12,12,12,12,12,12,12,12,2,2,2,2,2,2,2,2,2
TD,2130461,213,yc,2022/7/5,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130441,213,yc,2022/7/5,1,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130440,213,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130409,213,yc,2022/7/5,1,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130408,213,yc,2022/7/5,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130405,213,yc,2022/7/5,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130402,213,yc,2022/7/5,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2130373,213,yc,2022/7/5,2,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130350,213,yc,2022/7/5,3,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130347,213,yc,2022/7/5,3,3,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130346,213,yc,2022/7/5,1,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130345,213,yc,2022/7/5,5,7,8,85,85,85,85,85,85,85,85,85,5,5,5,5,5,5,5,5,5
TD,2130344,213,yc,2022/7/5,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130332,213,yc,2022/7/5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TD,2130327,213,yc,2022/7/5,1,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130325,213,yc,2022/7/5,2,1,2,30,30,30,30,30,30,30,30,30,1,1,1,1,1,1,1,1,1
TD,2130324,213,yc,2022/7/5,1,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130313,213,yc,2022/7/5,3,2,6,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130306,213,yc,2022/7/5,4,3,9,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130305,213,yc,2022/7/5,5,3,9,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130303,213,yc,2022/7/5,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130302,213,yc,2022/7/5,3,2,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130301,213,yc,2022/7/5,11,7,10,2314,3090,3090,3090,3090,3090,3090,3090,3090,3,3,3,3,3,3,3,3,3
TD,2130209,213,yc,2022/7/5,1,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130159,213,yc,2022/7/5,4,4,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130012,213,yc,2022/7/5,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130001,213,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120111,212,yc,2022/7/5,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120109,212,yc,2022/7/5,1,1,1,1460,1460,1460,1686,1686,1686,1686,1686,1686,1,1,1,1,1,1,1,1,1
TD,2120059,212,yc,2022/7/5,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2120058,212,yc,2022/7/5,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2120057,212,yc,2022/7/5,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120056,212,yc,2022/7/5,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2120054,212,yc,2022/7/5,2,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120053,212,yc,2022/7/5,4,4,7,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120052,212,yc,2022/7/5,3,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120051,212,yc,2022/7/5,13,10,11,36,36,36,36,36,36,36,36,36,1,1,1,1,1,1,1,1,1
TD,2120049,212,yc,2022/7/5,26,23,43,1,1,65,148,148,148,148,148,148,1,1,1,1,1,1,1,1,1
TD,2120046,212,yc,2022/7/5,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120045,212,yc,2022/7/5,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120044,212,yc,2022/7/5,2,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120005,212,yc,2022/7/5,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120003,212,yc,2022/7/5,13,12,21,20,36,97,97,97,97,97,97,97,5,6,6,6,6,6,6,6,6
TD,2111000,211,yc,2022/7/5,14,11,15,418,418,556,818,818,818,818,818,818,3,3,3,4,4,4,4,4,4
TD,2110344,211,yc,2022/7/5,2,2,2,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2110339,211,yc,2022/7/5,4,4,5,7,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2
TD,2110338,211,yc,2022/7/5,1,1,1,1062,1092,2074,2104,2104,2104,2104,2104,2104,1,1,1,1,1,1,1,1,1
TD,2110337,211,yc,2022/7/5,6,4,4,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2110336,211,yc,2022/7/5,1,1,5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110335,211,yc,2022/7/5,5,4,5,0,0,0,3,3,3,3,3,3,0,0,0,1,1,1,1,1,1
TD,2110334,211,yc,2022/7/5,3,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110333,211,yc,2022/7/5,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110332,211,yc,2022/7/5,5,4,8,6,12,18,18,18,18,18,18,18,1,2,3,3,3,3,3,3,3
TD,2110331,211,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110321,211,yc,2022/7/5,9,8,9,13,13,13,13,13,13,13,13,13,3,3,3,3,3,3,3,3,3
TD,2110315,211,yc,2022/7/5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110314,211,yc,2022/7/5,5,5,5,6,12,12,12,12,12,12,12,12,1,2,2,2,2,2,2,2,2
TD,2110313,211,yc,2022/7/5,3,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110311,211,yc,2022/7/5,1,1,1,60,60,60,60,60,60,60,60,60,1,1,1,1,1,1,1,1,1
TD,2110307,211,yc,2022/7/5,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110306,211,yc,2022/7/5,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110305,211,yc,2022/7/5,3,3,3,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
